quote,author,predicted_tags
By abolishing private property one deprives the human love of aggression.,Sigmund Freud,"('education', 'love', 'society')"
"I have found little that is 'good' about human beings on the whole. In my experience most of them are trash, no matter whether they publicly subscribe to this or that ethical doctrine or to none at all. That is something that you cannot say aloud, or perhaps even think.",Sigmund Freud,"('good', 'life', 'religion')"
"The view is often defended that sciences should be built up on clear and sharply defined basal concepts. In actual fact no science, not even the most exact, begins with such definitions. The true beginning of scientific activity consists rather in describing phenomena and then in proceeding to group, classify and correlate them.",Sigmund Freud,"('money', 'nature', 'science')"
"Homosexuality is assuredly no advantage, but it is nothing to be ashamed of, no vice, no degradation, it cannot be classified as an illness.",Sigmund Freud,"('friendship', 'science', 'sex')"
One must not be mean with the affections; what is spent of the fund is renewed in the spending itself.,Sigmund Freud,"('marriage', 'money', 'women')"
"Human life in common is only made possible when a majority comes together which is stronger than any separate individual and which remains united against all separate individuals. The power of this community is then set up as right in opposition to the power of the individual, which is condemned as brute force.",Sigmund Freud,"('life', 'politics', 'power')"
The effect of the consolations of religion may be compared to that of a narcotic.,Sigmund Freud,"('death', 'freedom', 'religion')"
"He that has eyes to see and ears to hear may convince himself that no mortal can keep a secret. If his lips are silent, he chatters with his fingertips; betrayal oozes out of him at every pore.",Sigmund Freud,"('god', 'life', 'poetry')"
"It would be one of the greatest triumphs of humanity, one of the most tangible liberations from the constraints of nature to which mankind is subject, if we could succeed in raising the responsible act of procreating children to the level of a deliberate and intentional activity and in freeing it from its entanglement with the necessary satisfaction of a natural need.",Sigmund Freud,"('children', 'education', 'life')"
Dreams are the guardians of sleep and not its disturbers.,Sigmund Freud,"('dreams', 'life', 'poetry')"
Civilized people have exchanged some part of their chances of happiness for a measure of security.,Sigmund Freud,"('happiness', 'peace', 'people')"
"What decides the purpose of life is simply the programme of the pleasure principle. This principle dominates the operation of the mental apparatus from the start. There can be no doubt about its efficacy, and yet its programme is at loggerheads with the whole world, with the macrocosm as much as with the microcosm.",Sigmund Freud,"('life', 'money', 'purpose')"
"Obviously one must hold oneself responsible for the evil impulses of one's dreams. In what other way can one deal with them? Unless the content of the dream rightly understood is inspired by alien spirits, it is part of my own being.",Sigmund Freud,"('dreams', 'power', 'society')"
"The more the fruits of knowledge become accessible to men, the more widespread is the decline of religious belief.",Sigmund Freud,"('belief', 'man', 'women')"
He does not believe that does not live according to his belief.,Sigmund Freud,"('belief', 'god', 'life')"
Religion is comparable to a childhood neurosis.,Sigmund Freud,"('humour', 'religion', 'spirituality')"
"It is no wonder if, under the pressure of these possibilities of suffering, men are accustomed to moderate their claims to happiness - just as the pleasure principle itself, indeed, under the influence of the external world, changed into the more modest reality principle -, if a man thinks himself happy merely to have escaped unhappiness or to have survived his suffering, and if in general the task of avoiding suffering pushes that of obtaining pleasure into the background.",Sigmund Freud,"('happiness', 'joy', 'men')"
But the less a man knows about the past and the present the more insecure must prove to be his judgment of the future.,Sigmund Freud,"('future', 'life', 'men')"
"Woe to you, my Princess, when I come. I will kiss you quite red and feed you till you are plump. And if you are froward, you shall see who is the stronger, a gentle little girl who doesn't eat enough, or a big wild man who has cocaine in his body. -- A love letter from Freud to his fiance.",Sigmund Freud,"('children', 'humor', 'love')"
"The unconscious - that is to say, the 'repressed' - offers no resistance whatever to the efforts of the treatment. Indeed, it itself has no other endeavour than to break through the pressure weighing down on it and force its way either to consciousness or to a discharge through some real action.",Sigmund Freud,"('history', 'motivational', 'pain')"
"The essence of analysis is surprise. When people are themselves surprised by what they say, that's when they are really making some progress.",Sigmund Freud,"('people', 'science', 'truth')"
"Pathology has made us acquainted with a great number of states in which the boundary lines between the ego and the external world become uncertain or in which they are actually drawn incorrectly. There are cases in which parts of a person's own body, even portions of his own mental life - his perceptions, thoughts and feelings -, appear alien to him and as not belonging to his ego; there are other cases in which he ascribes to the external world things that clearly originate in his own ego and that ought to be acknowledged by it.",Sigmund Freud,"('life', 'self', 'spirituality')"
Thus we arrive at the singular conclusion that of all the information passed by our cultural assets it is precisely the elements which might be of the greatest importance to us and which have the task of solving the riddles of the universe and of reconciling us to the sufferings of life -- it is precisely those elements that are the least well authenticated of any.,Sigmund Freud,"('life', 'science', 'truth')"
"We know less about the sexual life of little girls than of boys. But we need not feel ashamed of this distinction; after all, the sexual life of adult women is a 'dark continent' for psychology.",Sigmund Freud,"('children', 'sex', 'women')"
It is easy to see that the ego is that part of the id which has been modified by the direct influence of the external world.,Sigmund Freud,"('self', 'spiritual', 'world')"
"If the truth of religious doctrines is dependent on an inner experience that bears witness to the truth, what is one to make of the many people who do not have that experience?",Sigmund Freud,"('faith', 'religion', 'truth')"
"No matter how much restriction civilization imposes on the individual, he nevertheless finds some way to circumvent it. Wit is the best safety valve modern man has evolved; the more civilization, the more repression, the more need there is for wit."".",Sigmund Freud,"('christianity', 'people', 'world')"
"No one who, like me, conjures up the most evil of those half-tamed demons that inhabit the human breast, and seeks to wrestle with them, can expect to come through the struggle unscathed.",Sigmund Freud,"('beauty', 'love', 'pain')"
"One... gets an impression that civilization is something which was imposed on a resisting majority by a minority which understood how to obtain possession of the means to power and coercion. It is, of course, natural to assume that these difficulties are not inherent in the nature of civilization itself but are determined by the imperfections of the cultural forms which have so far been developed.",Sigmund Freud,"('history', 'power', 'society')"
"It would be very nice if there were a God who created the world and was a benevolent providence, and if there were a moral order in the universe and an after-life; but it is a very striking fact that all this is exactly as we are bound to wish it to be.",Sigmund Freud,"('god', 'happiness', 'religion')"
"Like the physical, the psychical is not necessarily in reality what it appears to us to be.",Sigmund Freud,"('reality', 'think', 'truth')"
"The psychical, whatever its nature may be, is itself unconscious.",Sigmund Freud,"('dreams', 'life', 'science')"
"We have long observed that every neurosis has the result, and therefore probably the purpose, of forcing the patient out of real life, of alienating him from actuality.",Sigmund Freud,"('life', 'pain', 'reality')"
Much of our highly valued cultural heritage has been acquired at the cost of sexuality.,Sigmund Freud,"('history', 'love', 'sex')"
"In general people experience their present naively, as it were, without being able to form an estimate of its contents; they have first to put themselves at a distance from it - the present, that is to say, must have become the past - before it can yield points of vantage from which to judge the future.",Sigmund Freud,"('future', 'history', 'time')"
Tobacco is the only excuse for Columbus's misadventure in discovering America.,Sigmund Freud,"('christianity', 'family', 'humor')"
[The child receives impressions like] a photographic exposure that can be developed after any interval of time and transformed into a picture.,Sigmund Freud,"('children', 'quotes', 'time')"
I do not think our successes can compete with those of Lourdes. There are so many more people who believe in the miracles of the Blessed Virgin than in the existence of the unconscious.,Sigmund Freud,"('children', 'faith', 'great')"
"No, our science is no illusion. But an illusion it would be to suppose that what science cannot give us we can get elsewhere.",Sigmund Freud,"('great', 'philosophy', 'science')"
"In some place in my soul, in a very hidden corner, I am a fanatical Jew. I am very much astonished to discover myself as such in spite of all efforts to be unprejudiced and impartial. What can I do against it at my age?",Sigmund Freud,"('history', 'me', 'religion')"
There are no mistakes.,Sigmund Freud,"('inspiration', 'inspirational', 'wisdom')"
"I consider it a good rule for letter-writing to leave unmentioned what the recipient already knows, and instead tell him something new.",Sigmund Freud,"('humor', 'knowledge', 'writing')"
"Only the real, rare, true scientific minds can endure doubt, which is attached to all our knowledge.",Sigmund Freud,"('debasishmridha', 'science', 'truth')"
"The pleasure principle long persists, however, as the method of working employed by the sexual instincts, which are so hard to 'educate', and, starting from those instincts, or in the ego itself, it often succeeds in overcoming the reality principle, to the detriment of the organism as a whole.",Sigmund Freud,"('joy', 'science', 'sex')"
"The dream unites the grossest contradictions, permits impossibilities, sets aside the knowledge that influences us by day, and exposes us as ethically and morally obtuse.",Sigmund Freud,"('art', 'dreams', 'inspirational')"
"""He sido un hombre afortunado en la vida, nada me ha sido facil."" ""I've been a fortunate man in life, nothing has come easy""",Sigmund Freud,"('inspirational', 'life', 'philosophy')"
In the last analysis the entire field of psychology may reduce to biological electrochemistry.,Sigmund Freud,"('love', 'philosophy', 'science')"
But one thing about human beings puzzles me the most is their conscious effort to be connected with the object of their affection even if it kills them slowly within.,Sigmund Freud,"('humanity', 'love', 'nature')"
"America is a mistake, admittedly a gigantic mistake, but a mistake nevertheless.",Sigmund Freud,"('humor', 'politics', 'romance')"
"Concerning the factors of silence, solitude and darkness, we can only say that they are actually elements in the production of the infantile anxiety from which the majority of human beings have never become quite free.",Sigmund Freud,"('fear', 'freedom', 'time')"
"Our unconscious, then, does not believe in its own death; it behaves as if it were immortal. It knows nothing that is negative; in it contradictories coincide. This may be the secret of heroism.",Sigmund Freud,"('death', 'life', 'self')"
Where such men love they have no desire and where they desire they cannot love,Sigmund Freud,"('love', 'men', 'women')"
No one who has seen a baby sinking back satiated from the breast and falling asleep with flushed cheeks and a blissful smile can escape the reflection that this picture persists as a prototype of the expression of sexual satisfaction in later life.,Sigmund Freud,"('happiness', 'life', 'sex')"
I cannot face the idea of life without work. What would one do when ideas failed or words refused to come? It is impossible not to shudder at the thought.,Sigmund Freud,"('life', 'words', 'work')"
"At first the analysing physician could do no more than discover the unconscious material that was concealed from the patient, put it together, and, at the right moment, communicate it to him. Psychoanalysis was then first and foremost an art of interpreting. Since this did not solve the therapeutic problem, a further aim quickly came in view: to oblige the patient to confirm the analyst's construction from his own memory.",Sigmund Freud,"('mind', 'pain', 'science')"
The genitals themselves have not undergone the development of the rest of the human form in the direction of beauty.,Sigmund Freud,"('beauty', 'science', 'sex')"
"I was making frequent use of cocaine at that time ... I had been the first to recommend the use of cocaine, in 1885, and this recommendation had brought serious reproaches down on me.",Sigmund Freud,"('great', 'humor', 'me')"
"The voice of the intellect is a soft one, but it does not rest until it has gained a hearing.",Sigmund Freud,"('intelligence', 'truth', 'wisdom')"
public self is a conditioned construct of the inner psychological self.,Sigmund Freud,"('fear', 'reality', 'self')"
An overwhelming majority of symbols in dreams are sexual symbols.,Sigmund Freud,"('dreams', 'romance', 'sex')"
"Sexual morality - as society in its extreme form, the American, defines it - is contemptible. I advocate an incomparably freer sexual life.",Sigmund Freud,"('men', 'sex', 'society')"
"A certain degree of neurosis is of inestimable value as a drive, especially to a psychologist.",Sigmund Freud,"('education', 'mind', 'science')"
There is no doubt that the resistance of the conscious and unconscious ego operates under the sway of the pleasure principle: it seeks to avoid the unpleasure which would be produced by the liberation of the repressed.,Sigmund Freud,"('happiness', 'joy', 'spirituality')"
I have no concern with any economic criticisms of the communist system; I cannot inquire into whether the abolition of private property is expedient or advantageous. But I am able to recognize that the psychological premisses on which the system is based are an untenable illusion. In abolishing private property we deprive the human love of aggression of one of its instruments... but we have in no way altered the differences in power and influence which are misused by aggressiveness.,Sigmund Freud,"('freedom', 'good', 'society')"
"The motive forces of phantasies are unsatisfied wishes, and every single phantasy is the fulfillment of a wish, a correction of unsatisfying reality.",Sigmund Freud,"('lifequotes', 'strength', 'writing')"
I do not in the least underestimate bisexuality... I expect it to provide all further enlightenment.,Sigmund Freud,"('humor', 'sex', 'writing')"
"Every man has a right over his own life and war destroys lives that were full of promise; it forces the individual into situations that shame his manhood, obliging him to murder fellow men, against his will.",Sigmund Freud,"('man', 'men', 'war')"
The game replaces sexual enjoyment by pleasure in movement.,Sigmund Freud,"('joy', 'motivationalquotes', 'sex')"
Now it is nothing but torture.,Sigmund Freud,"('death', 'people', 'politics')"
"After all, we did not invent symbolism; it is a universal age-old activity of the human imagination.",Sigmund Freud,"('people', 'philosophy', 'science')"
Religion is an illusion and it derives its strength from the fact that it falls in with our instinctual desires.,Sigmund Freud,"('belief', 'faith', 'religion')"
"To endure life remains, when all is said, the first duty of all living being Illusion can have no value if it makes this more difficult for us.",Sigmund Freud,"('life', 'living', 'truth')"
"The first requisite of civilization, therefore, is that of justice that is, the assurance that a law once made will not be broken in favour of an individual. This implies nothing as to the ethical value of such a law.",Sigmund Freud,"('good', 'humanity', 'society')"
"The goal towards which the pleasure principle impels us - of becoming happy - is not attainable: yet we may not - nay, cannot - give up the efforts to come nearer to realization of it by some means or other.",Sigmund Freud,"('happiness', 'joy', 'purpose')"
"All elongated objects, such as sticks, tree-trunks and umbrellas(the opening of these last being comparable to an erection) may stand for the male organ...Boxes, cases, chests, cupboards, and ovens represent the uterus...Rooms in dreams are usually women...Many landscapes in dreams, especially any containing breidges or wooded hills, may clearly be recognized as descriptions of the genitals.",Sigmund Freud,"('dreams', 'relationships', 'women')"
The sexual wishes in regard to the mother become more intense and the father is perceived as an obstacle to the; this gives rise to the Oedipus complex.,Sigmund Freud,"('family', 'knowledge', 'lovequotes')"
dream is the dreamer's own psychical act.,Sigmund Freud,"('dreams', 'life', 'reality')"
Opposition is not necessarily enmity; it is merely misused and made an occasion for enmity.,Sigmund Freud,"('inspirational', 'politics', 'truth')"
"No other technique for the conduct of life attaches the individual so firmly to reality as laying emphasis on work; for his work at least gives him a secure place in a portion of reality, in the human community.",Sigmund Freud,"('life', 'reality', 'work')"
What is common in all these dreams is obvious. They completely satisfy wishes excited during the day which remain unrealized. They are simply and undisguisedly realizations of wishes.,Sigmund Freud,"('dreams', 'life', 'reality')"
"The different religions have never overlooked the part played by the sense of guilt in civilization. What is more, they come forward with a claim...to save mankind from this sense of guilt, which they call sin.",Sigmund Freud,"('christianity', 'religion', 'war')"
"In almost every place where we find totems we also find a law against persons of the same totem having sexual relations with one another and consequently against their marrying. This, then, is 'exogamy', an institution related to totemism.",Sigmund Freud,"('people', 'religion', 'science')"
"The study of dreams may be considered the most trustworthy method of investigating deep mental processes. Now dreams occurring in traumatic neuroses have the characteristic of repeatedly bringing the patient back into the situation of his accident, a situation from which he wakes up in another fright.",Sigmund Freud,"('dreams', 'mind', 'reality')"
Intelligence will be used in the service of the neurosis.,Sigmund Freud,"('intelligence', 'knowledge', 'mind')"
There is to my mind no doubt that the concept of beautiful had its roots in sexual excitation and that its original meaning was sexually stimulating.,Sigmund Freud,"('beauty', 'love', 'romance')"
One feels inclined to say that the intention that man should be 'happy' is not included in the plan of Creation.' . . . We are so made that we can derive intense enjoyment only from a contrast and very little from a state of things.,Sigmund Freud,"('creativity', 'happiness', 'science')"
I do not doubt that it would be easier for fate to take away your suffering than it would for me. But you will see for yourself that much has been gained if we succeed in turning your hysterical misery into common unhappiness.,Sigmund Freud,"('happiness', 'life', 'love')"
"Yes, America is gigantic, but a gigantic mistake.",Sigmund Freud,"('history', 'humor', 'politics')"
"The division of the psychical into what is conscious and what is unconscious is the fundamental premise of psycho-analysis; and it alone makes it possible for psycho-analysis to understand the pathological processes in mental life, which are as common as they are important, and to find a place for them in the framework of science.",Sigmund Freud,"('life', 'science', 'soul')"
"The communal life of human beings had . . . a two-fold foundation: the compulsion to work, which was created by external necessity, and the power of love.",Sigmund Freud,"('life', 'love', 'work')"
These patients have turned away from outer reality; it is for this reason that they are more aware than we of inner reality and can reveal to us things which without them would remain impenetrable.,Sigmund Freud,"('life', 'people', 'reality')"
"Free sexual intercourse between young males and respectable girls"" was urgently necessary or society was ""doomed to fall a victim to incurable neuroses which reduce the enjoyment of life to a minimum, destroy the marriage relation and bring hereditary ruin on the whole coming generation.",Sigmund Freud,"('relationships', 'sex', 'society')"
"As everyone knows, the ancients before Aristotle did not consider the dream a product of the dreaming mind, but a divine inspiration, and in ancient times the two antagonistic streams, which one finds throughout in the estimates of dream life, were already noticeable. They distinguished between true and valuable dreams, sent to the dreamer to warn him or to foretell the future, and vain, fraudulent, and empty dreams, the object of which was to misguide or lead him to destruction.",Sigmund Freud,"('dreams', 'love', 'philosophy')"
"We may say that hysteria is a caricature of an artistic creation, a compulsion neurosis a caricature of a religion, and a paranoiac delusion a caricature of a philosophic system.",Sigmund Freud,"('fear', 'philosophy', 'religion')"
"There is an intellectual function in us which demands unity, connection and intelligibility from any material, whether of perception or thought, that comes within its grasp; and if, as a result of special circumstances, it is unable to establish a true connection, it does not hesitate to fabricate a false one.",Sigmund Freud,"('intelligence', 'money', 'purpose')"
"We are so constituted that we can gain intense pleasure only from the contrast, and only very little from the condition itself.",Sigmund Freud,"('joy', 'love', 'sex')"
A string of reproaches against other people leads one to suspect the existence of a string of self-reproaches with the same content.,Sigmund Freud,"('inspiration', 'life', 'religion')"
The psychic development of the individual is a short repetition of the course of development of the race.,Sigmund Freud,"('life', 'motivationalquotes', 'spirituality')"
"The Mosaic religion had been a Father religion; Christianity became a Son religion. The old God, the Father, took second place; Christ, the Son, stood in His stead, just as in those dark times every son had longed to do.",Sigmund Freud,"('christianity', 'god', 'religion')"
"The Devil would be the best way out as an excuse for God; in that way he would be playing the same part as an agent of economic discharge as the Jew does in the world of the Aryan ideal. But even so, one can hold God responsible for the existence of the Devil just as well as for the existence of the wickedness which the Devil embodies.",Sigmund Freud,"('god', 'money', 'religion')"
"I am not aware, however, that patients suffering from traumatic neurosis are much occupied in their waking lives with memories of their accident. Perhaps they are more concerned with not thinking of it.",Sigmund Freud,"('humour', 'life', 'mind')"
"In so doing, the idea forces itself upon him that religion is comparable to a childhood neurosis, and he is optimistic enough to suppose that mankind will surmount this neurotic phase, just as so many children grow out of their similar neurosis.",Sigmund Freud,"('children', 'religion', 'science')"
One becomes gradually accustomed to a new realization of the nature of 'happiness': one has to assume happiness when Fate does not carry out all its threats simultaneously.,Sigmund Freud,"('change', 'happiness', 'life')"
"Neither in my private life nor in my writings, have I ever made a secret of being an out-and-out unbeliever.",Sigmund Freud,"('humour', 'life', 'love')"
"When a man has once brought himself to accept uncritically all the absurdities that religious doctrines put before him and even to overlook the contradictions between them, we need not be greatly suprised at the weakness of his intellect.",Sigmund Freud,"('god', 'politics', 'religion')"
"A state of consciousness is characteristically very transitory; an idea that is conscious now is no longer so a moment later, although it can become so again under certain conditions that are easily brought about.",Sigmund Freud,"('death', 'mind', 'science')"
"It almost looks like analysis were the third of those 'impossible' professions in which one can be quite sure of unsatisfying results. The other two, much older-established, are the bringing up of children and the government of nations.",Sigmund Freud,"('history', 'science', 'time')"
We should picture the instrument that carries our mental functioning as resembling a compound microscope or photographic apparatus.,Sigmund Freud,"('philosophy', 'quotes', 'science')"
"The rest of our enquiry is made easy because this God-Creator is openly called Father. Psycho-analysis concludes that he really is the father, clothed in the grandeur in which he once appeared to the small child.",Sigmund Freud,"('god', 'science', 'spirituality')"
"The expectation that every neurotic phenomenon can be cured may, I suspect, be derived from the layman's belief that the neuroses are something quite unnecessary which have no right whatever to exist. Whereas in fact they are severe, constitutionally fixed illnesses, which rarely restrict themselves to only a few attacks but persist as a rule over long periods throughout life.",Sigmund Freud,"('life', 'mind', 'relationships')"
"Civilization has little to fear from educated people and brain-workers. In them the replacement of religious motives for civilized behaviors by other, secular motives, would proceed unobtrusively. . . .",Sigmund Freud,"('christianity', 'education', 'religion')"
"The ego is first and foremost a bodily ego; it is not merely a surface entity, but is itself the projection of a surface. If we wish to find an anatomical analogy for it we can best identify it with the 'cortical homunculus' of the anatomists, which stands on its head in the cortex, sticks up its heels, faces",Sigmund Freud,"('fiction', 'mind', 'science')"
"A lady once expressed herself in society - the very words show that they were uttered with fervour and under the pressure of a great many secret emotions: ""Yes, a woman must be pretty if she is to please the men. A man is much better off. As long as he has five straight limbs, he needs no more!""",Sigmund Freud,"('men', 'society', 'women')"
Loneliness and darkness have just robbed me of my valuables.,Sigmund Freud,"('life', 'light', 'love')"
"The religions of mankind must be classed among the mass-delusions of this kind. No one, needless to say, who shares a delusion ever recognizes it as such.",Sigmund Freud,"('belief', 'history', 'religion')"
"What is a totem? It is as a rule an animal (whether edible and harmless or dangerous and feared) and more rarely a plant or a natural phenomenon (such as rain or water), which stands in a peculiar relation to the whole clan. In the first place, the totem is the common ancestor of the clan; at the same time it is their guardian spirit and helper, which sends them oracles and, if dangerous to others, recognizes and spares its own children.",Sigmund Freud,"('family', 'inspirational', 'nature')"
[The child] takes his play very seriously and he expends large amounts of emotion on it. The opposite of play is not what is serious but what is real.,Sigmund Freud,"('children', 'reality', 'sex')"
Christmas is the alcoholidays,Sigmund Freud,"('love', 'poetry', 'time')"
"Lead us, Heavenly Father, lead us O'er the world's tempestuous sea; Guard us, guide us, keep us, feed us, For we have no help but Thee.",Sigmund Freud,"('god', 'hope', 'nature')"
"The liberty of the individual is no gift of civilization. It was greatest before there was any civilization, though then, it is true, it had for the most part no value, since the individual was scarcely in a position to defend it. The development of civilization imposes restrictions on it, and justice demands that no one shall escape those restrictions.",Sigmund Freud,"('christianity', 'freedom', 'humanity')"
"Towards the outside, at any rate, the ego seems to maintain clear and sharp lines of demarcation. There is only one state -- admittedly an unusual state, but not one that can be stigmatized as pathological -- in which it does not do this. At the height of being in love the boundary between ego and object threatens to melt away. Against all the evidence of his senses, a man who is in love declares that ""I"" and ""you"" are one, and is prepared to behave as if it were a fact.",Sigmund Freud,"('love', 'relationships', 'spirituality')"
Civilization runs a greater risk if we maintain our present attitude to religion than if we give it up.,Sigmund Freud,"('christianity', 'history', 'religion')"
What progress we are making. In the Middle Ages they would have burned me. Now they are content with burning my books.,Sigmund Freud,"('books', 'education', 'reading')"
"The most tyrannical of governments are those which make crimes of opinions, for everyone has an inalienable right to his thoughts.",Spinoza,"('freedom', 'politics', 'power')"
"No matter how thin you slice it, there will always be two sides.",Spinoza,"('life', 'love', 'spirituality')"
"If you want the present to be different from the past, study the past.",Spinoza,"('change', 'future', 'history')"
"The more you struggle to live, the less you live. Give up the notion that you must be sure of what you are doing. Instead, surrender to what is real within you, for that alone is sure....you are above everything distressing.",Spinoza,"('inspirational', 'life', 'living')"
"The highest activity a human being can attain is learning for understanding, because to understand is to be free.",Spinoza,"('knowledge', 'learning', 'life')"
What Paul says about Peter tells us more about Paul than about Peter.,Spinoza,"('belief', 'people', 'truth')"
"Reason connot defeat emotion, an emotion can only be displaced or overcome by a stronger emotion.",Spinoza,"('courage', 'love', 'religion')"
Nothing in nature is by chance... Something appears to be chance only because of our lack of knowledge.,Spinoza,"('life', 'nature', 'science')"
"Men believe themselves to be free, simply because they are conscious of their actions, and unconscious of the causes whereby those actions are determined.",Spinoza,"('freedom', 'man', 'men')"
The world would be happier if men had the same capacity to be silent that they have to speak.,Spinoza,"('happiness', 'men', 'women')"
"The highest endeavor of the mind, and the highest virtue, it to understand things by intuition.",Spinoza,"('knowledge', 'mind', 'philosophy')"
"Desire nothing for yourself, which you do not desire for others.",Spinoza,"('life', 'people', 'purpose')"
"The holy word of God is on everyone's lips...but...we see almost everyone presenting their own versions of God's word, with the sole purpose of using religion as a pretext for making others think as they do.",Spinoza,"('christianity', 'god', 'religion')"
"When a man is prey to his emotions, he is not his own master.",Spinoza,"('leadership', 'man', 'men')"
"The more clearly you understand yourself and your emotions, the more you become a lover of what is.",Spinoza,"('inspirational', 'leadership', 'love')"
He who seeks equality between unequals seeks an absurdity.,Spinoza,"('inspirational', 'men', 'religion')"
Freedom is absolutely necessary for the progress in science and the liberal arts.,Spinoza,"('debasishmridhamd', 'freedom', 'science')"
Pride is pleasure arising from a man's thinking too highly of himself.,Spinoza,"('happiness', 'man', 'self')"
Academies that are founded at public expense are instituted not so much to cultivate men's natural abilities as to restrain them.,Spinoza,"('education', 'society', 'women')"
A good thing which prevents us from enjoying a greater good is in truth an evil.,Spinoza,"('good', 'happiness', 'truth')"
"God is not He who is, but That which is.",Spinoza,"('christianity', 'god', 'money')"
"Hatred is increased by being reciprocated, and can on the other hand be destroyed by love.",Spinoza,"('education', 'love', 'philosophy')"
Be not astonished at new ideas; for it is well known to you that a thing does not therefore cease to be true because it is not accepted by many.,Spinoza,"('science', 'spiritual', 'truth')"
"In the mind there is no absolute or free will; but the mind is determined to wish this or that by a cause, which has also been determined by another cause, and this last by another cause, and so on to infinity.",Spinoza,"('inspirationalquotes', 'mind', 'philosophy')"
Big fish eat small fish with as much right as they have power.,Spinoza,"('politics', 'power', 'successquotes')"
"We must take care not to admit as true anything, which is only probable. For when one falsity has been let in, infinite others follow.",Spinoza,"('belief', 'courage', 'truth')"
"Happiness is a virtue, not its reward.",Spinoza,"('happiness', 'philosophy', 'wisdom')"
"Nature has no goal in view, and final causes are only human imaginings.",Spinoza,"('nature', 'philosophy', 'science')"
We feel and know that we are eternal.,Spinoza,"('christian', 'faith', 'life')"
Do not weep; do not wax indignant. Understand.,Spinoza,"('hope', 'humor', 'inspirational')"
Indulge yourself in pleasures only in so far as they are necessary for the preservation of health.,Spinoza,"('joy', 'life', 'sex')"
All things excellent are as difficult as they are rare.,Spinoza,"('good', 'strength', 'success')"
"[Believers] are but triflers who, when they cannot explain a thing, run back to the will of God; this is, truly, a ridiculous way of expressing ignorance.",Spinoza,"('belief', 'god', 'religion')"
Let unswerving integrity be your watchword.,Spinoza,"('education', 'faith', 'inspirational')"
"I have made a ceaseless effort not to ridicule, not to bewail, not to scorn human actions, but to understand them.",Spinoza,"('funny', 'love', 'truth')"
Sadness diminishes a man's powers,Spinoza,"('death', 'man', 'power')"
"Whatsoever is contrary to nature is contrary to reason, and whatsoever is contrary to reason is absurd.",Spinoza,"('humour', 'philosophy', 'science')"
What everyone wants from life is continuous and genuine happiness.,Spinoza,"('happiness', 'life', 'love')"
The endeavor to understand is the first and only basis of virtue.,Spinoza,"('learning', 'nature', 'philosophy')"
Philosophy has no end in view save truth; faith looks for nothing but obedience and piety.,Spinoza,"('faith', 'philosophy', 'truth')"
"Those who know the true use of money, and regulate the measure of wealth according to their needs, live contented with few things.",Spinoza,"('money', 'people', 'society')"
"Nature is satisfied with little; and if she is, I am also.",Spinoza,"('intelligence', 'love', 'nature')"
"Minds are not conquered by force, but by love and high-mindedness.",Spinoza,"('mind', 'philosophy', 'truth')"
"He, who knows how to distinguish between true and false, must have an adequate idea of true and false.",Spinoza,"('inspirational', 'man', 'truth')"
Freedom is self-determination.,Spinoza,"('freedom', 'inspirational', 'self')"
He who loves God cannot endeavor that God should love him in return.,Spinoza,"('christian', 'god', 'love')"
"Laws which prescribe what everyone must believe, and forbid men to say or write anything against this or that opinion, are often passed to gratify, or rather to appease the anger of those who cannot abide independent minds.",Spinoza,"('men', 'politics', 'religion')"
"Further conceive, I beg, that a stone, while continuing in motion, should be capable of thinking and knowing, that it is endeavoring, as far as it can, to continue to move. Such a stone, being conscious merely of its own endeavor and not at all indifferent, would believe itself to be completely free, and would think that it continued in motion solely because of its own wish. This is that human freedom, which all boast that they possess, and which consists solely in the fact, that men are conscious of their own desire, but are ignorant of the causes whereby that desire has been determined.",Spinoza,"('freedom', 'men', 'sex')"
Those who are believed to be most abject and humble are usually most ambitious and envious.,Spinoza,"('life', 'selfhelp', 'success')"
". . . to know the order of nature, and regard the universe as orderly is the highest function of the mind.",Spinoza,"('knowledge', 'philosophy', 'science')"
To understand something is to be delivered of it.,Spinoza,"('freedom', 'learning', 'power')"
He alone is free who lives with free consent under the entire guidance of reason.,Spinoza,"('freedom', 'god', 'passion')"
To give aid to every poor man is far beyond the reach and power of every man. Care of the poor is incumbent on society as a whole.,Spinoza,"('education', 'people', 'society')"
"The supreme mystery of despotism, its prop and stay, is to keep men in a state of deception, and with the specious title of religion to cloak the fear by which they must be held in check, so that they will fight for their servitude as if for salvation.",Spinoza,"('faith', 'marriage', 'religion')"
"the ultimate aim of government is not to rule, or restrain by fear, nor to exact obedience, but to free every man from fear that he may live in all possible security... In fact the true aim of government is liberty.",Spinoza,"('freedom', 'life', 'politics')"
"Men are mistaken in thinking themselves free; their opinion is made up of consciousness of their own actions, and ignorance of the causes by which they are determined.",Spinoza,"('freedom', 'men', 'mind')"
"Superstition, then, is engendered, preserved, and fostered by fear.",Spinoza,"('death', 'fear', 'writing')"
"If facts conflict with a theory, either the theory must be changed or the facts.",Spinoza,"('belief', 'science', 'truth')"
"The greatest pride, or the greatest despondency, is the greatest ignorance of one's self.",Spinoza,"('change', 'knowledge', 'self')"
Men who are ruled by reason desire nothing for themselves which they would not wish for all mankind.,Spinoza,"('happiness', 'power', 'religion')"
Everything excellent is as difficult as it is rare.,Spinoza,"('good', 'strength', 'success')"
